Id,class1,class2
4069,aerophone,aero_lip-vibrated
4070,chordophone,chrd_composite
4071,aerophone,aero_double-reed
4072,chordophone,chrd_composite
4073,chordophone,chrd_composite
4074,aerophone,aero_lip-vibrated
4075,aerophone,aero_lip-vibrated
4076,aerophone,aero_side
4077,aerophone,aero_single-reed
4078,aerophone,aero_side
4079,aerophone,aero_single-reed
4080,aerophone,aero_single-reed
4081,aerophone,aero_single-reed
4082,aerophone,aero_side
4083,chordophone,chrd_simple
4084,chordophone,chrd_composite
4085,aerophone,aero_lip-vibrated
4086,aerophone,aero_lip-vibrated
4087,aerophone,aero_lip-vibrated
4088,aerophone,aero_lip-vibrated
4089,aerophone,aero_double-reed
4090,chordophone,chrd_composite
4091,aerophone,aero_double-reed
4092,aerophone,aero_lip-vibrated
4093,aerophone,aero_lip-vibrated
4094,chordophone,chrd_composite
4095,aerophone,aero_double-reed
4096,aerophone,aero_double-reed
4097,chordophone,chrd_composite
4098,aerophone,aero_lip-vibrated
4099,aerophone,aero_single-reed
4100,aerophone,aero_lip-vibrated
4101,aerophone,aero_double-reed
4102,aerophone,aero_side
4103,aerophone,aero_single-reed
4104,aerophone,aero_double-reed
4105,aerophone,aero_lip-vibrated
4106,chordophone,chrd_composite
4107,chordophone,chrd_simple
4108,chordophone,chrd_composite
4109,aerophone,aero_single-reed
4110,chordophone,chrd_composite
4111,aerophone,aero_lip-vibrated
4112,aerophone,aero_single-reed
4113,aerophone,aero_side
4114,aerophone,aero_side
4115,aerophone,aero_lip-vibrated
4116,aerophone,aero_side
4117,chordophone,chrd_composite
4118,aerophone,aero_single-reed
4119,aerophone,aero_lip-vibrated
4120,aerophone,aero_lip-vibrated
4121,chordophone,chrd_simple
4122,chordophone,chrd_simple
4123,chordophone,chrd_composite
4124,aerophone,aero_single-reed
4125,chordophone,chrd_simple
4126,chordophone,chrd_composite
4127,aerophone,aero_side
4128,chordophone,chrd_composite
4129,chordophone,chrd_simple
4130,aerophone,aero_double-reed
4131,chordophone,chrd_simple
4132,aerophone,aero_double-reed
4133,chordophone,chrd_composite
4134,aerophone,aero_lip-vibrated
4135,chordophone,chrd_composite
4136,aerophone,aero_single-reed
4137,aerophone,aero_lip-vibrated
4138,aerophone,aero_side
4139,aerophone,aero_lip-vibrated
4140,aerophone,aero_lip-vibrated
4141,aerophone,aero_lip-vibrated
4142,chordophone,chrd_composite
4143,aerophone,aero_lip-vibrated
4144,aerophone,aero_side
4145,chordophone,chrd_composite
4146,aerophone,aero_lip-vibrated
4147,aerophone,aero_lip-vibrated
4148,aerophone,aero_lip-vibrated
4149,chordophone,chrd_simple
4150,chordophone,chrd_composite
4151,aerophone,aero_lip-vibrated
4152,chordophone,chrd_simple
4153,chordophone,chrd_composite
4154,chordophone,chrd_simple
4155,chordophone,chrd_composite
4156,aerophone,aero_lip-vibrated
4157,chordophone,chrd_simple
4158,aerophone,aero_single-reed
4159,aerophone,aero_lip-vibrated
4160,aerophone,aero_lip-vibrated
4161,aerophone,aero_single-reed
4162,chordophone,chrd_simple
4163,chordophone,chrd_composite
4164,aerophone,aero_lip-vibrated
4165,aerophone,aero_side
4166,aerophone,aero_double-reed
4167,chordophone,chrd_composite
4168,chordophone,chrd_composite
4169,aerophone,aero_lip-vibrated
4170,chordophone,chrd_composite
4171,aerophone,aero_double-reed
4172,aerophone,aero_lip-vibrated
4173,chordophone,chrd_composite
4174,aerophone,aero_lip-vibrated
4175,aerophone,aero_double-reed
4176,aerophone,aero_lip-vibrated
4177,aerophone,aero_lip-vibrated
4178,aerophone,aero_lip-vibrated
4179,aerophone,aero_lip-vibrated
4180,chordophone,chrd_composite
4181,aerophone,aero_single-reed
4182,chordophone,chrd_composite
4183,chordophone,chrd_composite
4184,aerophone,aero_single-reed
4185,aerophone,aero_single-reed
4186,aerophone,aero_side
4187,chordophone,chrd_composite
4188,aerophone,aero_lip-vibrated
4189,aerophone,aero_double-reed
4190,aerophone,aero_side
4191,chordophone,chrd_simple
4192,aerophone,aero_side
4193,aerophone,aero_side
4194,aerophone,aero_lip-vibrated
4195,aerophone,aero_single-reed
4196,aerophone,aero_double-reed
4197,aerophone,aero_single-reed
4198,aerophone,aero_lip-vibrated
4199,aerophone,aero_free-reed
4200,aerophone,aero_lip-vibrated
4201,aerophone,aero_side
4202,aerophone,aero_lip-vibrated
4203,chordophone,chrd_composite
4204,aerophone,aero_lip-vibrated
4205,aerophone,aero_lip-vibrated
4206,aerophone,aero_single-reed
4207,chordophone,chrd_composite
4208,chordophone,chrd_composite
4209,chordophone,chrd_composite
4210,chordophone,chrd_composite
4211,chordophone,chrd_composite
4212,aerophone,aero_double-reed
4213,aerophone,aero_single-reed
4214,aerophone,aero_single-reed
4215,aerophone,aero_double-reed
4216,aerophone,aero_side
4217,aerophone,aero_side
4218,aerophone,aero_lip-vibrated
4219,aerophone,aero_lip-vibrated
4220,aerophone,aero_lip-vibrated
4221,chordophone,chrd_composite
4222,aerophone,aero_double-reed
4223,aerophone,aero_lip-vibrated
4224,chordophone,chrd_composite
4225,aerophone,aero_lip-vibrated
4226,chordophone,chrd_composite
4227,chordophone,chrd_composite
4228,aerophone,aero_lip-vibrated
4229,chordophone,chrd_composite
4230,aerophone,aero_lip-vibrated
4231,aerophone,aero_lip-vibrated
4232,aerophone,aero_side
4233,chordophone,chrd_composite
4234,chordophone,chrd_simple
4235,chordophone,chrd_composite
4236,aerophone,aero_free-reed
4237,aerophone,aero_lip-vibrated
4238,aerophone,aero_lip-vibrated
4239,chordophone,chrd_composite
4240,aerophone,aero_single-reed
4241,aerophone,aero_lip-vibrated
4242,aerophone,aero_single-reed
4243,chordophone,chrd_simple
4244,aerophone,aero_free-reed
4245,aerophone,aero_lip-vibrated
4246,aerophone,aero_double-reed
4247,chordophone,chrd_composite
4248,aerophone,aero_free-reed
4249,aerophone,aero_double-reed
4250,aerophone,aero_lip-vibrated
4251,chordophone,chrd_composite
4252,aerophone,aero_single-reed
4253,aerophone,aero_side
4254,aerophone,aero_lip-vibrated
4255,aerophone,aero_double-reed
4256,aerophone,aero_lip-vibrated
4257,chordophone,chrd_simple
4258,aerophone,aero_single-reed
4259,aerophone,aero_double-reed
4260,chordophone,chrd_composite
4261,chordophone,chrd_composite
4262,aerophone,aero_lip-vibrated
4263,chordophone,chrd_composite
4264,aerophone,aero_lip-vibrated
4265,aerophone,aero_lip-vibrated
4266,aerophone,aero_lip-vibrated
4267,aerophone,aero_lip-vibrated
4268,aerophone,aero_lip-vibrated
4269,chordophone,chrd_simple
4270,aerophone,aero_double-reed
4271,aerophone,aero_double-reed
4272,chordophone,chrd_composite
4273,aerophone,aero_double-reed
4274,aerophone,aero_double-reed
4275,aerophone,aero_double-reed
4276,aerophone,aero_lip-vibrated
4277,aerophone,aero_double-reed
4278,aerophone,aero_double-reed
4279,chordophone,chrd_composite
4280,aerophone,aero_single-reed
4281,aerophone,aero_single-reed
4282,aerophone,aero_single-reed
4283,chordophone,chrd_composite
4284,chordophone,chrd_composite
4285,aerophone,aero_double-reed
4286,aerophone,aero_lip-vibrated
4287,aerophone,aero_lip-vibrated
4288,aerophone,aero_single-reed
4289,aerophone,aero_single-reed
4290,aerophone,aero_side
4291,aerophone,aero_side
4292,aerophone,aero_double-reed
4293,aerophone,aero_single-reed
4294,aerophone,aero_single-reed
4295,chordophone,chrd_composite
4296,aerophone,aero_lip-vibrated
4297,aerophone,aero_lip-vibrated
4298,chordophone,chrd_composite
4299,aerophone,aero_lip-vibrated
4300,chordophone,chrd_composite
4301,aerophone,aero_lip-vibrated
4302,chordophone,chrd_composite
4303,chordophone,chrd_composite
4304,chordophone,chrd_composite
4305,aerophone,aero_single-reed
4306,aerophone,aero_single-reed
4307,aerophone,aero_double-reed
4308,aerophone,aero_single-reed
4309,chordophone,chrd_simple
4310,aerophone,aero_side
4311,aerophone,aero_single-reed
4312,chordophone,chrd_simple
4313,aerophone,aero_single-reed
4314,aerophone,aero_lip-vibrated
4315,aerophone,aero_lip-vibrated
4316,aerophone,aero_lip-vibrated
4317,aerophone,aero_single-reed
4318,chordophone,chrd_simple
4319,aerophone,aero_lip-vibrated
4320,chordophone,chrd_simple
4321,chordophone,chrd_composite
4322,chordophone,chrd_composite
4323,aerophone,aero_side
4324,aerophone,aero_single-reed
4325,aerophone,aero_double-reed
4326,chordophone,chrd_simple
4327,aerophone,aero_side
4328,aerophone,aero_double-reed
4329,aerophone,aero_lip-vibrated
4330,chordophone,chrd_simple
4331,aerophone,aero_single-reed
4332,chordophone,chrd_composite
4333,aerophone,aero_lip-vibrated
4334,aerophone,aero_single-reed
4335,chordophone,chrd_composite
4336,chordophone,chrd_composite
4337,chordophone,chrd_simple
4338,aerophone,aero_lip-vibrated
4339,chordophone,chrd_composite
4340,chordophone,chrd_composite
4341,aerophone,aero_side
4342,aerophone,aero_lip-vibrated
4343,aerophone,aero_single-reed
4344,aerophone,aero_lip-vibrated
4345,aerophone,aero_single-reed
4346,aerophone,aero_side
4347,aerophone,aero_single-reed
4348,aerophone,aero_side
4349,aerophone,aero_lip-vibrated
4350,aerophone,aero_side
4351,aerophone,aero_free-reed
4352,aerophone,aero_single-reed
4353,chordophone,chrd_composite
4354,aerophone,aero_single-reed
4355,aerophone,aero_lip-vibrated
4356,aerophone,aero_side
4357,aerophone,aero_lip-vibrated
4358,chordophone,chrd_simple
4359,chordophone,chrd_composite
4360,aerophone,aero_single-reed
4361,chordophone,chrd_composite
4362,aerophone,aero_side
4363,aerophone,aero_lip-vibrated
4364,aerophone,aero_double-reed
4365,chordophone,chrd_composite
4366,chordophone,chrd_composite
4367,aerophone,aero_lip-vibrated
4368,aerophone,aero_side
4369,chordophone,chrd_composite
4370,aerophone,aero_lip-vibrated
4371,aerophone,aero_lip-vibrated
4372,chordophone,chrd_simple
4373,chordophone,chrd_composite
4374,aerophone,aero_single-reed
4375,aerophone,aero_side
4376,aerophone,aero_side
4377,aerophone,aero_single-reed
4378,aerophone,aero_single-reed
4379,aerophone,aero_single-reed
4380,aerophone,aero_double-reed
4381,aerophone,aero_single-reed
4382,aerophone,aero_single-reed
4383,aerophone,aero_lip-vibrated
4384,aerophone,aero_single-reed
4385,aerophone,aero_lip-vibrated
4386,aerophone,aero_lip-vibrated
4387,chordophone,chrd_composite
4388,aerophone,aero_lip-vibrated
4389,aerophone,aero_lip-vibrated
4390,aerophone,aero_lip-vibrated
4391,aerophone,aero_side
4392,aerophone,aero_double-reed
4393,aerophone,aero_lip-vibrated
4394,aerophone,aero_lip-vibrated
4395,aerophone,aero_side
4396,chordophone,chrd_composite
4397,aerophone,aero_lip-vibrated
4398,aerophone,aero_lip-vibrated
4399,chordophone,chrd_composite
4400,aerophone,aero_side
4401,chordophone,chrd_composite
4402,aerophone,aero_single-reed
4403,chordophone,chrd_simple
4404,aerophone,aero_lip-vibrated
4405,chordophone,chrd_composite
4406,aerophone,aero_side
4407,aerophone,aero_double-reed
4408,aerophone,aero_double-reed
4409,aerophone,aero_single-reed
4410,aerophone,aero_lip-vibrated
4411,aerophone,aero_side
4412,aerophone,aero_double-reed
4413,aerophone,aero_single-reed
4414,aerophone,aero_double-reed
4415,chordophone,chrd_composite
4416,aerophone,aero_single-reed
4417,aerophone,aero_side
4418,aerophone,aero_double-reed
4419,chordophone,chrd_simple
4420,aerophone,aero_side
4421,aerophone,aero_double-reed
4422,aerophone,aero_lip-vibrated
4423,aerophone,aero_lip-vibrated
4424,aerophone,aero_lip-vibrated
4425,aerophone,aero_side
4426,aerophone,aero_side
4427,aerophone,aero_lip-vibrated
4428,aerophone,aero_single-reed
4429,chordophone,chrd_composite
4430,chordophone,chrd_composite
4431,chordophone,chrd_composite
4432,chordophone,chrd_composite
4433,chordophone,chrd_composite
4434,aerophone,aero_side
4435,aerophone,aero_single-reed
4436,chordophone,chrd_composite
4437,aerophone,aero_side
4438,aerophone,aero_single-reed
4439,aerophone,aero_side
4440,aerophone,aero_single-reed
4441,chordophone,chrd_simple
4442,aerophone,aero_lip-vibrated
4443,aerophone,aero_side
4444,chordophone,chrd_simple
4445,chordophone,chrd_composite
4446,chordophone,chrd_simple
4447,chordophone,chrd_composite
4448,aerophone,aero_single-reed
4449,chordophone,chrd_simple
4450,aerophone,aero_lip-vibrated
4451,aerophone,aero_single-reed
4452,chordophone,chrd_composite
4453,aerophone,aero_lip-vibrated
4454,aerophone,aero_double-reed
4455,aerophone,aero_double-reed
4456,aerophone,aero_side
4457,aerophone,aero_lip-vibrated
4458,aerophone,aero_lip-vibrated
4459,aerophone,aero_side
4460,aerophone,aero_double-reed
4461,aerophone,aero_side
4462,aerophone,aero_lip-vibrated
4463,aerophone,aero_single-reed
4464,chordophone,chrd_composite
4465,chordophone,chrd_simple
4466,chordophone,chrd_composite
4467,aerophone,aero_single-reed
4468,aerophone,aero_side
4469,chordophone,chrd_composite
4470,aerophone,aero_double-reed
4471,aerophone,aero_double-reed
4472,aerophone,aero_double-reed
4473,aerophone,aero_single-reed
4474,aerophone,aero_double-reed
4475,aerophone,aero_single-reed
4476,aerophone,aero_side
4477,aerophone,aero_lip-vibrated
4478,aerophone,aero_lip-vibrated
4479,aerophone,aero_lip-vibrated
4480,aerophone,aero_lip-vibrated
4481,chordophone,chrd_simple
4482,aerophone,aero_single-reed
4483,aerophone,aero_side
4484,aerophone,aero_single-reed
4485,aerophone,aero_lip-vibrated
4486,aerophone,aero_side
4487,aerophone,aero_double-reed
4488,aerophone,aero_side
4489,aerophone,aero_lip-vibrated
4490,aerophone,aero_lip-vibrated
4491,aerophone,aero_lip-vibrated
4492,aerophone,aero_lip-vibrated
4493,chordophone,chrd_composite
4494,aerophone,aero_double-reed
4495,aerophone,aero_lip-vibrated
4496,chordophone,chrd_composite
4497,aerophone,aero_single-reed
4498,aerophone,aero_single-reed
4499,aerophone,aero_side
4500,chordophone,chrd_composite
4501,chordophone,chrd_composite
4502,aerophone,aero_lip-vibrated
4503,chordophone,chrd_composite
4504,aerophone,aero_double-reed
4505,aerophone,aero_double-reed
4506,chordophone,chrd_composite
4507,aerophone,aero_lip-vibrated
4508,aerophone,aero_lip-vibrated
4509,aerophone,aero_side
4510,chordophone,chrd_simple
4511,aerophone,aero_lip-vibrated
4512,aerophone,aero_single-reed
4513,aerophone,aero_double-reed
4514,aerophone,aero_double-reed
4515,aerophone,aero_single-reed
4516,aerophone,aero_lip-vibrated
4517,aerophone,aero_side
4518,aerophone,aero_lip-vibrated
4519,chordophone,chrd_simple
4520,aerophone,aero_lip-vibrated
4521,chordophone,chrd_composite
4522,aerophone,aero_side
4523,aerophone,aero_double-reed
4524,aerophone,aero_lip-vibrated
4525,aerophone,aero_single-reed
4526,chordophone,chrd_composite
4527,aerophone,aero_lip-vibrated
4528,aerophone,aero_side
4529,aerophone,aero_double-reed
4530,chordophone,chrd_composite
4531,aerophone,aero_lip-vibrated
4532,aerophone,aero_lip-vibrated
4533,chordophone,chrd_composite
4534,aerophone,aero_lip-vibrated
4535,chordophone,chrd_composite
4536,aerophone,aero_double-reed
4537,aerophone,aero_free-reed
4538,aerophone,aero_lip-vibrated
4539,aerophone,aero_lip-vibrated
4540,chordophone,chrd_composite
4541,aerophone,aero_single-reed
4542,aerophone,aero_single-reed
4543,chordophone,chrd_composite
4544,chordophone,chrd_simple
4545,aerophone,aero_side
4546,aerophone,aero_side
4547,aerophone,aero_lip-vibrated
4548,aerophone,aero_single-reed
4549,aerophone,aero_lip-vibrated
4550,aerophone,aero_side
4551,aerophone,aero_double-reed
4552,aerophone,aero_lip-vibrated
4553,chordophone,chrd_simple
4554,aerophone,aero_single-reed
4555,aerophone,aero_lip-vibrated
4556,aerophone,aero_side
4557,aerophone,aero_lip-vibrated
4558,aerophone,aero_single-reed
4559,aerophone,aero_lip-vibrated
4560,aerophone,aero_single-reed
4561,aerophone,aero_lip-vibrated
4562,aerophone,aero_single-reed
4563,aerophone,aero_single-reed
4564,aerophone,aero_single-reed
4565,aerophone,aero_lip-vibrated
4566,chordophone,chrd_simple
4567,aerophone,aero_double-reed
4568,chordophone,chrd_simple
4569,aerophone,aero_single-reed
4570,aerophone,aero_double-reed
4571,aerophone,aero_double-reed
4572,chordophone,chrd_composite
4573,aerophone,aero_lip-vibrated
4574,chordophone,chrd_composite
4575,aerophone,aero_lip-vibrated
4576,aerophone,aero_side
4577,aerophone,aero_lip-vibrated
4578,aerophone,aero_single-reed
4579,aerophone,aero_single-reed
4580,chordophone,chrd_composite
4581,aerophone,aero_side
4582,chordophone,chrd_composite
4583,aerophone,aero_single-reed
4584,chordophone,chrd_composite
4585,chordophone,chrd_composite
4586,aerophone,aero_single-reed
4587,aerophone,aero_single-reed
4588,aerophone,aero_single-reed
4589,aerophone,aero_single-reed
4590,chordophone,chrd_composite
4591,aerophone,aero_single-reed
4592,aerophone,aero_lip-vibrated
4593,chordophone,chrd_composite
4594,aerophone,aero_single-reed
4595,aerophone,aero_single-reed
4596,aerophone,aero_side
4597,aerophone,aero_single-reed
4598,chordophone,chrd_composite
4599,aerophone,aero_double-reed
4600,aerophone,aero_lip-vibrated
4601,chordophone,chrd_composite
